split,case_id,evaluation_boundary,proposal_boundary,signed_error_frames,absolute_error_frames,status,exact,boundary_label_positive,positive_frame_count,off_boundary_positive_count,tp,fp,fn,frame_count,evaluated_pair_count,brier,detector_seconds
test,egobody_recording_20220225_S25_S24_01_extreme_kinect_15_kinect_14_b03341,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,3.284760082793228e-05,27.8408966595307
test,egobody_recording_20220225_S25_S24_01_medium_kinect_15_kinect_12_b03341,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.9332422202211604e-05,23.649877999909222
test,egobody_recording_20220225_S25_S24_01_small_kinect_13_kinect_14_b03341,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.9753585042852276e-05,18.037761189974844
test,egobody_recording_20220225_S27_S26_01_extreme_kinect_15_kinect_14_b02876,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,4.247290005415597e-05,18.079681169241667
test,egobody_recording_20220225_S27_S26_01_medium_kinect_15_kinect_12_b02876,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,3.294104379152263e-05,16.79916765447706
test,egobody_recording_20220225_S27_S26_01_small_kinect_14_kinect_13_b02876,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.712240375630687e-05,23.61560139991343
test,egobody_recording_20220225_S27_S26_02_extreme_kinect_15_kinect_14_b03911,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,3.48450236661583e-05,24.310547798871994
test,egobody_recording_20220225_S27_S26_02_medium_kinect_12_kinect_15_b03911,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,3.506843942435479e-05,20.875510577112436
test,egobody_recording_20220225_S27_S26_02_small_kinect_14_kinect_13_b03911,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.7903981402190024e-05,17.83597752545029
test,egobody_recording_20220225_S27_S26_03_extreme_kinect_14_kinect_15_b02455,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,5.037153837831322e-05,26.107102871872485
test,egobody_recording_20220225_S27_S26_03_medium_kinect_15_kinect_12_b02455,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.7340972137742168e-05,18.702832677401602
test,egobody_recording_20220225_S27_S26_03_small_kinect_14_kinect_13_b02455,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.5380224802136054e-05,18.772786872461438
test,egobody_recording_20220225_S27_S26_04_extreme_kinect_15_kinect_14_b03731,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,5.367782764529449e-05,23.469633515924215
test,egobody_recording_20220225_S27_S26_04_medium_kinect_15_kinect_12_b03731,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.761473083832958e-05,25.876580586656928
test,egobody_recording_20220225_S27_S26_04_small_kinect_14_kinect_13_b03731,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.6724407238075165e-05,19.447094042785466
test,egobody_recording_20220312_S29_S28_01_extreme_kinect_15_kinect_14_b03231,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,0.0001171024971432784,17.5362033220008
test,egobody_recording_20220312_S29_S28_01_medium_kinect_12_kinect_15_b03231,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.7429633806761494e-05,16.991844253614545
test,egobody_recording_20220312_S29_S28_01_small_kinect_11_kinect_15_b03231,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.14250407970402e-05,20.785633019171655
test,egobody_recording_20220312_S29_S28_02_extreme_kinect_14_kinect_15_b01761,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,9.370593615964657e-05,21.27563394419849
test,egobody_recording_20220312_S29_S28_02_medium_kinect_15_kinect_12_b01761,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,3.1096945554738926e-05,21.830120341852307
test,egobody_recording_20220312_S29_S28_02_small_kinect_11_kinect_15_b01761,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.1330531967411084e-05,14.249443244189024
test,egobody_recording_20220312_S29_S28_03_extreme_kinect_15_kinect_14_b03281,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,6.107366244884119e-05,14.729429890401661
test,egobody_recording_20220312_S29_S28_03_medium_kinect_15_kinect_12_b03281,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.730061271938069e-05,19.774594094604254
test,egobody_recording_20220312_S29_S28_03_small_kinect_11_kinect_15_b03281,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.1337324607850036e-05,22.434200308285654
test,egobody_recording_20220312_S29_S28_04_extreme_kinect_14_kinect_15_b04816,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,0.00013226571884778144,16.59252323023975
test,egobody_recording_20220312_S29_S28_04_medium_kinect_12_kinect_15_b04816,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.6812044481310545e-05,16.692480448633432
test,egobody_recording_20220312_S29_S28_04_small_kinect_15_kinect_11_b04816,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.2044867583799233e-05,17.277531558647752
test,egobody_recording_20220312_S29_S28_05_extreme_kinect_15_kinect_14_b02786,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,5.678894335519147e-05,16.895079377107322
test,egobody_recording_20220312_S29_S28_05_medium_kinect_15_kinect_12_b02786,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.5920568249469898e-05,17.097681385464966
test,egobody_recording_20220312_S29_S28_05_small_kinect_11_kinect_15_b02786,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.2250201783660343e-05,15.673519141972065
test,egobody_recording_20220318_S31_S32_01_extreme_kinect_14_kinect_11_b03185,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,5.4235839905748255e-05,15.461728815920651
test,egobody_recording_20220318_S31_S32_01_medium_kinect_14_kinect_13_b03185,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,8.076538259699618e-05,17.400909175164998
test,egobody_recording_20220318_S31_S32_01_small_kinect_11_kinect_12_b03185,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.0967100126674802e-05,25.637915179133415
test,egobody_recording_20220318_S32_S31_01_extreme_kinect_11_kinect_14_b03251,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,3.622753799322375e-05,26.214430297724903
test,egobody_recording_20220318_S32_S31_01_medium_kinect_13_kinect_14_b03251,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,5.5352084679816884e-05,16.151313821785152
test,egobody_recording_20220318_S32_S31_01_small_kinect_11_kinect_12_b03251,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.1164084902503816e-05,15.867574486881495
test,egobody_recording_20220318_S32_S31_02_extreme_kinect_14_kinect_11_b03001,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,3.687439353266093e-05,16.41769731696695
test,egobody_recording_20220318_S32_S31_02_medium_kinect_13_kinect_14_b03001,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,6.333279284799201e-05,15.61185126658529
test,egobody_recording_20220318_S32_S31_02_small_kinect_11_kinect_12_b03001,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.1983623593186365e-05,17.062579529359937
test,egobody_recording_20220318_S33_S34_01_extreme_kinect_14_kinect_11_b03921,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,3.5917733859674386e-05,22.56436034105718
test,egobody_recording_20220318_S33_S34_01_medium_kinect_13_kinect_14_b03921,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,4.3261455001216843e-05,23.50823116954416
test,egobody_recording_20220318_S33_S34_01_small_kinect_12_kinect_11_b03921,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.123117325644197e-05,16.87346998695284
test,egobody_recording_20220318_S33_S34_02_extreme_kinect_11_kinect_14_b03381,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,3.062270058374207e-05,14.800658969208598
test,egobody_recording_20220318_S33_S34_02_medium_kinect_14_kinect_13_b03381,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,5.307676993244548e-05,23.14137871656567
test,egobody_recording_20220318_S33_S34_02_small_kinect_12_kinect_11_b03381,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.197186853359992e-05,16.954345203004777
test,egobody_recording_20220318_S34_S33_01_extreme_kinect_11_kinect_14_b02656,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,3.458605596073815e-05,15.626363066025078
test,egobody_recording_20220318_S34_S33_01_medium_kinect_14_kinect_13_b02656,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,5.116689710626398e-05,24.524697623215616
test,egobody_recording_20220318_S34_S33_01_small_kinect_12_kinect_11_b02656,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.1204290632175663e-05,26.11713889427483
test,egobody_recording_20220318_S34_S33_02_extreme_kinect_11_kinect_14_b04321,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.716655005698384e-05,18.794771920889616
test,egobody_recording_20220318_S34_S33_02_medium_kinect_13_kinect_14_b04321,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,5.754408951650294e-05,17.00362334307283
test,egobody_recording_20220318_S34_S33_02_small_kinect_12_kinect_11_b04321,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.1286382452587336e-05,15.21496838517487
test,egobody_recording_20220318_S34_S33_03_extreme_kinect_11_kinect_14_b03186,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.9348375251332104e-05,20.605108696967363
test,egobody_recording_20220318_S34_S33_03_medium_kinect_14_kinect_13_b03186,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,5.8350199430073125e-05,20.864355005323887
test,egobody_recording_20220318_S34_S33_03_small_kinect_11_kinect_12_b03186,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.1323838981685295e-05,21.8173422915861
test,egobody_recording_20220415_S35_S36_01_extreme_kinect_14_kinect_13_b02261,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,7.243043721074041e-05,16.378780304454267
test,egobody_recording_20220415_S35_S36_01_medium_kinect_15_kinect_13_b02261,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.9875920338650492e-05,16.607215356081724
test,egobody_recording_20220415_S35_S36_01_small_kinect_11_kinect_12_b02261,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.2254605565445544e-05,22.903473959304392
test,egobody_recording_20220415_S35_S36_02_extreme_kinect_13_kinect_14_b02241,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,4.9216218211854366e-05,23.581747822463512
test,egobody_recording_20220415_S35_S36_02_medium_kinect_13_kinect_15_b02241,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.9725061051009413e-05,16.820059792138636
test,egobody_recording_20220415_S35_S36_02_small_kinect_11_kinect_12_b02241,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.404022217954175e-05,16.924974808469415
